Time (EET),Open,High,Low,Close,Volume
2015.03.22 23:00:00,1.49676,1.49883,1.48383,1.49501,298246.49
2015.03.23 23:00:00,1.49501,1.49837,1.48424,1.48489,289538.99
2015.03.24 23:00:00,1.48485,1.49543,1.48306,1.48806,260622.07
2015.03.25 23:00:00,1.488,1.49941,1.48065,1.48475,302650.37
2015.03.26 23:00:00,1.48479,1.49217,1.47963,1.48751,302127.63
2015.03.30 00:00:00,1.48838,1.49006,1.47522,1.48094,295089.83
2015.03.31 00:00:00,1.48105,1.48712,1.4755,1.48155,310175.19
2015.04.01 00:00:00,1.48152,1.48711,1.47394,1.4822,285230.72
2015.04.02 00:00:00,1.48214,1.48683,1.47755,1.48266,261942.69
2015.04.03 00:00:00,1.48266,1.49442,1.481,1.49089,138682.39
2015.04.06 00:00:00,1.49148,1.4981,1.48699,1.48749,127305.62
2015.04.07 00:00:00,1.48749,1.49203,1.48027,1.48067,257548.32
2015.04.08 00:00:00,1.48064,1.4972,1.48058,1.48652,263279.42
